Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2007,AFG,Afghanistan,IRN,Iran (Islamic Rep. of),SWE,Sweden,172
2007,IRN,Iran (Islamic Rep. of),PAK,Pakistan,CAN,Canada,1
2007,AFG,Afghanistan,IND,India,IRL,Ireland,1
2007,IRQ,Iraq,THA,Thailand,AUS,Australia,9
2007,ERI,Eritrea,MYS,Malaysia,USA,United States of America,1
2007,IRQ,Iraq,THA,Thailand,USA,United States of America,4
2007,AFG,Afghanistan,IND,India,USA,United States of America,258
2007,SOM,Somalia,MYS,Malaysia,NOR,Norway,3
2007,IRQ,Iraq,MYS,Malaysia,NZL,New Zealand,12
2007,AFG,Afghanistan,IDN,Indonesia,CAN,Canada,36
2007,MMR,Myanmar,THA,Thailand,SWE,Sweden,211
2007,IRQ,Iraq,THA,Thailand,FIN,Finland,4
2007,IRQ,Iraq,IRN,Iran (Islamic Rep. of),SWE,Sweden,93
2007,SOM,Somalia,PAK,Pakistan,CAN,Canada,10
2007,IRN,Iran (Islamic Rep. of),IND,India,IRL,Ireland,4
2007,MMR,Myanmar,THA,Thailand,AUS,Australia,2690
2007,IRN,Iran (Islamic Rep. of),MYS,Malaysia,USA,United States of America,2
2007,MMR,Myanmar,THA,Thailand,USA,United States of America,24689
2007,IRN,Iran (Islamic Rep. of),IND,India,USA,United States of America,1
2007,SDN,Sudan,MYS,Malaysia,NOR,Norway,3
2007,MMR,Myanmar,MYS,Malaysia,NZL,New Zealand,221
2007,IRQ,Iraq,IDN,Indonesia,CAN,Canada,16
2007,SOM,Somalia,THA,Thailand,SWE,Sweden,5
2007,MMR,Myanmar,THA,Thailand,FIN,Finland,398
2007,COD,Dem. Rep. of the Congo,KHM,Cambodia,FRA,France,1
